username,text,likes
@UncaBill,"THERE WILL BE ""NO 'FROM THE RIVER TO THE SEA' "" !!  ISRAEL, YAHWEY'S CHOSEN, will drive all of HAMAS and PALESTINE into OBLIVION!   Armeggon is not as far away now! We ALL will see who WINS just as HE, GOD, has always done!",0
@lanapussykmana,"-my shift first before i call out, but the girl isn’t responded back yet which is why i haven’t yet, then said i should’ve called anyways to let them know that i “possibly” have coverage like HUH?!?",0
@April_Le_,"Confirming that she's read certain reviews also confirms that she's seen the criticism re: Palestine. Maintaining her silence about ANY of the genocide occurring is damning, but even more so when she's profiting in a country CURRENTLY genociding",2186
@ALATLTG,"oh this is evil, like pure evil",141805
@hamnazaman2,Israeli soldiers arrested little kids of Palestine 💔 they are terrified #FreePalestine #Israel #cease_fire_now #Gaza #WarCrimes #viralvideo,4
@madame_delima,neither man nor woman ♡  🎤: TOMBOY by (G)I-DLE,123
@QudsNen,"Breaking | British Foreign Minister: ""We stand with Israel in its right to defend itself, and it must abide by international humanitarian law.""",401
@cecild84,"Rather than Kenya and Malawi sending our people to Occupied Palestine as slaves and putting their lives in mortal danger, why can't we build our own farms, get them to work in it, and solve our food insecurity challenges.  Shame on Malawian and Kenyan leaders.",7
@iskandrah,"Michael Jackson's handwritten 1993 poem, ""Palestine Don't Cry,"" is in a private collection after auctioning in 2010, following Jackson's death the previous summer. #FreePalestine",660
@BenFRubinstein,His blood is on your hands @bariweiss,730
@JonathanHart54,"Better yet, who decided that “swearing” is even a bad thing? They’re literally just words",1847
@nlfrpthn,From the river to the sea Palestine will be free.,0
@ferniesbookclub,Hatred for people of color manifests itself in physical and emotional violence on a systematic level  Resentment against white people is a response to centuries of this violence.  They are not the same at all.,25155
@DrLoupis,Israeli soldiers just MURDERED a civilian holding a PEACE FLAG and his kids.  Israel is a terrorist state!🇮🇱,24456
@zoo_bear,"Ever since the beginning of the Israel-Palestine war, Indian Right Wing social media influencers have weaponized disinformation to spearhead the anti-Palestine propaganda campaign on social media. An Alt News analysis | @shinjineemjmdr https://www.altnews.in/israel-palestine-conflict-how-the-indian-right-wing-spearheaded-disinformation-and-propaganda/?utm_source=website&utm_medium=social-media&utm_campaign=newpost",1111
@TartNenas666,#Israel will never exist on the world map!!never be a state!!once a refugee forever will refugees 🇮🇱💩🇮🇱💩🇮🇱💩 #FreePalestine #PalestineWillBeFree #Palestine_Genocide #IsraeliLies #IsraelApartheidState #IsraelTerorrist  🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,479
@AnnEliseMcLaug1,Hatzalah has funneled support to IDF by donating 5 ambulances & kits for IDF soldiers.  That is direct support to IDF. Employees fired at Goldies for publicly supporting Palestine. Solomonov apologized.  https://www.inquirer.com/news/philadelphia/goldie-employees-fired-palestine-flag-pins-20231206.html,0
@Chat30153478,Pro Palestine logic have the same IQ as a break.,0
@ShaykhSulaiman,"BREAKING: ISRAELIS ADMITS TODAY'S ARRESTS WERE NOT HAMAS  In a statement, the Israeli spokesman states that Israel arrested Palestinians who may not be part of Hamas, as they were in Hamas hotspots.",7822
@AbuMrouj,"I have listened to you for years.  I have never heard you condemn ethnic cleansing in Palestine, or Israel's military occupation, or the shameful blockade of Gaza.   Now, a genocide is happening, in your name, and you play games with false accusations?   What a shande.",0
@smol_boye_bear,...where car,0
@malaymail,"Aman Palestin probe: Donations meant for Palestine allegedly used to buy gold and properties, says MACC source dlvr.it/Szs1Cr",5
@drewsforevers,She‘s literally going insane but at least she admitted she‘s had botox done and that she doesn‘t care about Palestine at all,326
@RebelComicNerd,I have an interview tomorrow! Wish me luck! I'm nervous yet excited! 😅,3
@GodofEarth79,"OF COURSE thats his name. OF COURSE he said ""Free Palestine"". Looks like another False Flag. People don't think logically. Why the FUCK would Pro-Palestine People behave this bad, carry out ""attacks"", and Riot making themselves look bad? They wouldn't.",0
@Papapishu,gonzo please say something about Palestine,3016
@selenagchart,Lauren Jauregui has unfollowed Selena Gomez on Instagram after her disgusting comment not caring about Palestine. 🇵🇸,4086
@JanvierChando,EVEN HIS ENEMIES CRIED: The Assassination of Yitzhak #Rabin of #Israel https://amazon.com/EVEN-HIS-ENEMIES-CRIED-Assassination/dp/B0939S75S4/ref=sr_1_1?crid=1VGUX6DE62DC9&keywords=rabin+chando&qid=1695766656&sprefix=rabin+chando%2Caps%2C50&sr=8 #EvenHisEnemiesCried #ConflictResolution #War #Peace #ArabIsrealiWar #ArabIsraeliConflict #ColdWar #Arabs #GBR #Egypt #Jordan #Syria #MiddleEast #Israelis #Palestinians #Palestine #USA,1
@dearpalestine_,Never stop talking about Palestine! 🇵🇸🇵🇸  #FreePalestine #SahabatPalestina_ID,25
@JessHealyWalton,Their lines were all busy but I’ll try again later,0
@jenjajeh,"No matter how many of us they imprison, they kill, they torture, Zionists will NEVER WIN. They will never know peace or gain legitimacy. There are millions of us in diaspora, it has been 75+ years and we will continue to fight for Palestine and our people until liberation.",83
@YLIZYETHS,Defend the f israel from what? Kids?,0
@Tam_Khan,May Allah bring peace & victory to the people of Palestine. Protect them from the terrorist onslaught they’ve been facing for 75 years+. The genocide by the hands of the facist Israel. No greater power than the whole ummah uniting in Prayer & Dua. Alhamdhulillah #FreePalestine,144
@sambrazington,"You can’t curse cause it’s a ""family broadcast"" but promoting 21+ gambling sites as well as 21+ alcohol is completely fine.   Like what?",4474
@MnikaLee,Game workers: *tries to thank fellow game devs or tries to talk about inclusion and representation meaning so much in games*  The Game Awards:,3369
@IsraelDefenseF,We've been getting a lot of bad PR lately which is why we're thinking of renaming our country to: Palestine.  Everyone loves Palestine right?,403
@BrettOdesa,So a dead body in a truck being spat on by Palestinians is fan fiction? We’re sticking to that story? That’s why no one is taking you free Palestine people seriously. You live outside of reality.,0
@ShaimaZiara,"I still cannot believe it’s true… Dr. Refaat has been my mentor, professor, and friend since I was 14 years old and during my most formative years. And I never stopped learning from him to this day. He had a huge role in shaping who I am and my world view.",8435
@way_light_7890,We love Palestine which is free from your presence😒So why don't you remove your existence from Palestine instead of renaming your country as it will be quite a hassle for you.,0
@CesarPalafox,"You can’t have people mention unions, layoffs, or Palestine if you don’t give them time to do it  ☠️",84
@Louis_Allday,"When Palestine is liberated and Israel falls as it eventually will, its memory will be recalled as a mere blip in history, just like Rhodesia –remembered only for its racism, the enormous violence it perpetrated and as a cautionary tale of the dangers of supremacist ideologies.",8211
@Lowkey0nline,"""What should we do? drown? commit mass suicide, is that what Israel wants?""  The haunting words of Dr. Refaat al-Areer, who has now been killed by Israel in Gaza.",35895
@thejournal_ie,Dublin City has twinned with Ramallah in Palestine after a formal City to City Friendship Agreement was signed.  The agreement was formally signed today by Lord Mayor of Dublin Daithí de Róiste and Mayor Issa Kassis of Ramallah. Read more: jrnl.ie/6242848t,495
@Arbeit_Fish,Zephaniah was a long-time supporter of Palestine liberation - it was absolutely an integral part of his life's work - I don't think he would be upset that I mention it as part of an epitaph at a time when thousands of Palestinians are being murdered,2368
@AAbubakar43601,You can't beat a nation that never give up!💔🇯🇴 Every where palestine always and forever 🇯🇴🇯🇴,272
@dearpalestine_,"The world remains silent on what's happening in Jenin, Palestine the same way they remained silent in 1948 and 1967 🇵🇸  #FreePalestine #SahabatPalestina_ID",26
@MiddleEastEye,"“Keir, how many more children in Palestine have to die before you call for a ceasefire?... Where is your humanity?”  Keir Starmer, the leader of the Labour Party in the UK, was confronted on his trip to Glasgow, where he is due to attend the Scottish Labour Gala Dinner",2156
@_peachycub,I cannot believe that they’re still going on with this narrative. They HAVE to know that the world can see what’s going on. They have to know how insane they sound when they spew this bs.,0
